Sigla,Código,Município,Produção - algodão - herbáceo (caroço) (2000),Produção - milho (2000),Produção - soja (2000),
GO,5213772,Montividiu do Norte,,740.443934843257,,
GO,5213806,Morrinhos,916.525114470617,9544.50291621125,24579.1267151628,
GO,5213855,Morro Agudo de Goiás,,302.498436795721,,
GO,5213905,Mossâmedes,,1054.2296267433,,
GO,5214002,Mozarlândia,,419.885889880628,,
GO,5214051,Mundo Novo,,535.015891944671,,
GO,5214101,Mutunópolis,,681.750208300804,,
GO,5214408,Nazário,,1042.94237163898,,
GO,5214507,Nerópolis,,275.409024545358,115.130002064043,
GO,5214606,Niquelândia,,14151.9604497938,10271.4021449293,
GO,5214705,Nova América,,331.845300066948,,
GO,5214804,Nova Aurora,,291.211181691403,,
GO,5214838,Nova Crixás,,465.034910297899,,
GO,5214861,Nova Glória,,731.414130759803,,
GO,5214879,Nova Iguaçu de Goiás,,677.235306259077,,
GO,5214903,Nova Roma,,528.24353888208,,
GO,5215009,Nova Veneza,,521.471185819489,,
GO,5215207,Novo Brasil,,189.625885752541,,
GO,5215231,Novo Gama,,146.734316356133,,
GO,5215256,Novo Planalto,,781.078053218802,,
GO,5215306,Orizona,,6433.73540946123,21565.4296023099,
GO,5215405,Ouro Verde de Goiás,,1605.04767583401,,
GO,5215504,Ouvidor,,548.560598069852,293.468632712267,
GO,5215603,Padre Bernardo,,3144.62927206298,1661.4839513556,
GO,5215652,Palestina de Goiás,,1135.49786349439,,
GO,5215702,Palmeiras de Goiás,10691.28803481,12826.8367005469,7952.99994650242,
GO,5215801,Palmelo,,257.349416378449,304.755887816585,
GO,5215900,Palminópolis,361.192163338174,1814.99062077433,652.403345029577,
GO,5216007,Panamá,9892.15037342425,1614.07747991747,4607.45753358258,
GO,5216304,Paranaiguara,,3015.95456387375,2458.36416172045,
GO,5216403,Paraúna,41085.6085797173,22917.6427638072,49302.7302956608,
GO,5216452,Perolândia,1395.1047308937,43069.9080270564,80821.2614489582,
GO,5216809,Petrolina de Goiás,,3433.58300273352,,
GO,5216908,Pilar de Goiás,,674.977855238213,,
GO,5217104,Piracanjuba,,8968.85290589104,6932.63208507208,
GO,5217203,Piranhas,,584.67981440367,,
GO,5217302,Pirenópolis,,3381.66162925366,162.536473502178,
GO,5217401,Pires do Rio,,4632.28949481208,1523.77943908292,
GO,5217609,Planaltina,,4411.05929476745,7110.9707157203,
GO,5217708,Pontalina,,9781.53527340193,19752.6964325564,
GO,5218003,Porangatu,,1661.4839513556,148.991767376997,
GO,5218052,Porteirão,22506.78667801,2939.20122916439,15237.7943908292,
GO,5218102,Portelândia,,11885.4796248468,32733.039802522,
GO,5218300,Posse,,853.316485886437,,
GO,5218391,Professor Jamil,,1372.53022068506,,
GO,5218508,Quirinópolis,514.698832756898,17039.2403054784,43455.9321516241,
GO,5218607,Rialma,,1264.17257168361,,
GO,5218706,Rianápolis,,586.937265424533,,
GO,5218789,Rio Quente,,577.907461341079,,
GO,5218805,Rio Verde,9989.22076732138,89537.2798405125,293288.036630597,
GO,5218904,Rubiataba,,4334.30596005809,,
GO,5219001,Sanclerlândia,,1950.43768202614,,
GO,5219100,Santa Bárbara de Goiás,,1564.41355745847,,
GO,5219209,Santa Cruz de Goiás,,2058.79533102759,1900.77375956714,
GO,5219258,Santa Fé de Goiás,,284.438828628812,167.051375543906,
GO,5219308,Santa Helena de Goiás,30064.7326958613,22694.1551127417,58657.6073261195,
GO,5219357,Santa Isabel,,1625.36473502178,,
GO,5219407,Santa Rita do Araguaia,,435.688047026673,401.826281713719,
GO,5219456,Santa Rita do Novo Destino,,1239.34061045411,88.04058981368,
GO,5219506,Santa Rosa de Goiás,,1033.91256755552,,
GO,5219605,Santa Tereza de Goiás,,539.530793986398,,
GO,5219704,Santa Terezinha de Goiás,,1072.2892349102,,
GO,5219712,Santo Antônio da Barra,943.61452672098,1884.9716024211,3986.6585028451,
GO,5219738,Santo Antônio de Goiás,,711.09707157203,338.617653129538,
GO,5219753,Santo Antônio do Descoberto,,243.804710253268,,
GO,5219803,São Domingos,,3088.19299654139,,
GO,5219902,São Francisco de Goiás,,826.227073636074,,
GO,5220009,São João d'Aliança,,8646.03740990755,7724.9973933952,
GO,5220058,São João da Paraúna,3322.9679027112,1584.73061664624,390.539026609401,
GO,5220108,São Luís de Montes Belos,,3860.24124567674,,
GO,5220157,São Luíz do Norte,,1866.91199425419,,
GO,5220207,São Miguel do Araguaia,,641.116089925259,,
GO,5220264,São Miguel do Passa Quatro,,6519.51854825404,13160.9394516347,
GO,5220280,São Patrício,,3950.53928651128,,
GO,5220405,São Simão,,573.392559299352,273.151573524494,
GO,5220454,Senador Canedo,,914.267663449754,13.5447061251815,
GO,5220504,Serranópolis,,18515.6132731232,27773.4199096847,
GO,5220603,Silvânia,,10140.4699857192,72633.486596286,
GO,5220686,Simolândia,,221.230200044632,,
GO,5220702,Sítio d'Abadia,,954.901781825298,541.788245007261,
GO,5221007,Taquaral de Goiás,,1754.03944321101,,
GO,5221080,Teresina de Goiás,,101.585295938861,,
GO,5221197,Terezópolis de Goiás,,316.043142920902,,
GO,5221304,Três Ranchos,,146.734316356133,,
GO,5221403,Trindade,,2844.38828628812,,
GO,5221452,Trombas,,805.910014448301,,
GO,5221502,Turvânia,,3602.89182929829,1241.59806147497,
GO,5221551,Turvelândia,6201.21795431228,5654.91480726329,16644.1863768272,
GO,5221577,Uirapuru,,677.235306259077,,
GO,5221601,Uruaçu,,3476.47457212993,3521.6235925472,
GO,5221700,Uruana,,3024.98436795721,246.062161274131,
GO,5221809,Urutaí,,1544.09649827069,981.991194075661,
GO,5221858,Valparaíso de Goiás,,128.674708189225,,
GO,5221908,Varjão,,564.362755215897,,
GO,5222005,Vianópolis,,8578.31387928164,32405.7094044968,
GO,5222054,Vicentinópolis,2578.00906582622,23922.2084680915,48632.2673424643,
GO,5222203,Vila Boa,,528.24353888208,,
GO,5222302,Vila Propício,,2792.46691280826,3643.52594767383,
MA,2100055,Açailândia,,1275.45982678793,,
MA,2100105,Afonso Cunha,,112.872551043179,,
MA,2100154,Água Doce do Maranhão,,169.308826564769,,
MA,2100204,Alcântara,,85.7831387928164,,
MA,2100303,Aldeias Altas,,465.034910297899,,
MA,2100402,Altamira do Maranhão,,85.7831387928164,,
MA,2100436,Alto Alegre do Maranhão,,428.915693964082,,
MA,2100477,Alto Alegre do Pindaré,,826.227073636074,,
MA,2100501,Alto Parnaíba,,476.322165402217,6099.63265837342,
MA,2100550,Amapá do Maranhão,,67.7235306259077,,
MA,2100600,Amarante do Maranhão,,2036.22082081896,,
MA,2100709,Anajatuba,,291.211181691403,,
MA,2100808,Anapurus,,693.037463405122,577.907461341079,
MA,2100832,Apicum-Açu,,9.02980408345435,,
MA,2100873,Araguanã,,374.736869463356,,
MA,2100907,Araioses,,489.866871527399,,
MA,2100956,Arame,,137.704512272679,,
MA,2101004,Arari,,228.002553107222,,
MA,2101103,Axixá,,13.5447061251815,,
MA,2101202,Bacabal,,690.780012384258,,
MA,2101251,Bacabeira,,69.9809816467713,,
MA,2101301,Bacuri,,42.8915693964082,,
MA,2101350,Bacurituba,,4.51490204172718,,
MA,2101400,Balsas,,7621.15464643548,85862.1495785466,
MA,2101509,Barão de Grajaú,,121.902355126634,,
MA,2101608,Barra do Corda,,884.920800178527,,
MA,2101707,Barreirinhas,,309.270789858312,,
MA,2101731,Belágua,,162.536473502178,,
MA,2101772,Bela Vista do Maranhão,,13.5447061251815,,
MA,2101806,Benedito Leite,,74.4958836884984,706.582169530303,
MA,2101905,Bequimão,,207.68549391945,,
MA,2101939,Bernardo do Mearim,,47.4064714381354,,
MA,2101970,Boa Vista do Gurupi,,69.9809816467713,,
MA,2102002,Bom Jardim,,975.21884101307,,
MA,2102036,Bom Jesus das Selvas,,1535.06669418724,,
MA,2102077,Bom Lugar,,399.568830692855,,
MA,2102101,Brejo,,821.712171594346,189.625885752541,
MA,2102150,Brejo de Areia,,548.560598069852,,
MA,2102200,Buriti,,419.885889880628,11.2872551043179,
MA,2102309,Buriti Bravo,,763.018445051893,,
MA,2102325,Buriticupu,,6682.05502175622,,
MA,2102358,Buritirana,,478.579616423081,,
MA,2102374,Cachoeira Grande,,15.8021571460451,,
MA,2102408,Cajapió,,9.02980408345435,,
MA,2102507,Cajari,,128.674708189225,,
MA,2102556,Campestre do Maranhão,,1155.81492268216,,
MA,2102606,Cândido Mendes,,406.341183755446,,
MA,2102705,Cantanhede,,178.338630648224,,
MA,2102754,Capinzal do Norte,,198.655689835996,,
MA,2102804,Carolina,,573.392559299352,4151.45242736814,
MA,2102903,Carutapera,,85.7831387928164,,
MA,2103000,Caxias,,1160.32982472388,,
MA,2103109,Cedral,,11.2872551043179,,
MA,2103125,Central do Maranhão,,15.8021571460451,,
MA,2103158,Centro do Guilherme,,392.796477630264,,
MA,2103174,Centro Novo do Maranhão,,268.636671482767,,
MA,2103208,Chapadinha,,769.790798114484,,
MA,2103257,Cidelândia,,801.395112406574,,
MA,2103307,Codó,252.834514336722,1248.37041453756,,
MA,2103406,Coelho Neto,,277.666475566221,,
MA,2103505,Colinas,,507.926479694307,,
MA,2103554,Conceição do Lago-Açu,,81.2682367510892,,
MA,2103604,Coroatá,,1045.19982265984,,
MA,2103703,Cururupu,,6.77235306259077,,
MA,2103752,Davinópolis,,214.457846982041,,
MA,2103802,Dom Pedro,,58.6937265424533,,
MA,2103901,Duque Bacelar,,205.428042898587,,
MA,2104008,Esperantinópolis,,388.281575588537,,
MA,2104057,Estreito,456.005106214445,2634.44534134781,625.313932779214,
MA,2104073,Feira Nova do Maranhão,,1162.58727574475,,
MA,2104081,Fernando Falcão,,148.991767376997,,
MA,2104099,Formosa da Serra Negra,,792.36530832312,,
MA,2104107,Fortaleza dos Nogueiras,,1124.21060839007,9305.21310799971,
MA,2104206,Fortuna,,638.858638904396,,
MA,2104305,Godofredo Viana,,83.5256877719528,,
MA,2104404,Gonçalves Dias,,291.211181691403,,
MA,2104503,Governador Archer,,162.536473502178,,
MA,2104552,Governador Edison Lobão,,234.774906169813,,
MA,2104602,Governador Eugênio Barros,,404.083732734582,,
MA,2104628,Governador Luiz Rocha,,426.658242943218,,
MA,2104651,Governador Newton Bello,,257.349416378449,,
MA,2104677,Governador Nunes Freire,,51.9213734798625,,
MA,2104701,Graça Aranha,,130.932159210088,,
MA,2104800,Grajaú,54.1788245007261,925.554918554071,934.584722637526,
MA,2104909,Guimarães,,38.376667354681,,
MA,2105005,Humberto de Campos,,225.745102086359,,
MA,2105104,Icatu,,54.1788245007261,,
MA,2105153,Igarapé do Meio,,11.2872551043179,,
MA,2105203,Igarapé Grande,,121.902355126634,,
MA,2105302,Imperatriz,,232.51745514895,,
MA,2105351,Itaipava do Grajaú,,729.156679738939,,
MA,2105401,Itapecuru Mirim,,595.967069507987,,
MA,2105427,Itinga do Maranhão,,1607.30512685488,,
MA,2105450,Jatobá,,338.617653129538,,
MA,2105476,Jenipapo dos Vieiras,,327.33039802522,,
MA,2105500,João Lisboa,,550.818049090716,,
MA,2105609,Joselândia,,546.303147048989,,
MA,2105658,Junco do Maranhão,,24.8319612294995,,
MA,2105708,Lago da Pedra,,2476.42376988736,,
MA,2105807,Lago do Junco,,142.219414314406,,
MA,2105906,Lago Verde,,187.368434731678,,
MA,2105922,Lagoa do Mato,,295.72608373313,,
MA,2105948,Lago dos Rodrigues,,99.3278449179979,,
MA,2105963,Lagoa Grande do Maranhão,,1591.50296970883,,
MA,2105989,Lajeado Novo,,354.419810275583,,
MA,2106003,Lima Campos,,72.2384326676348,,
MA,2106102,Loreto,,343.132555171265,7894.30621995997,
MA,2106201,Luís Domingues,,24.8319612294995,,
MA,2106300,Magalhães de Almeida,,496.63922458999,,
MA,2106326,Maracaçumé,,83.5256877719528,,
MA,2106359,Marajá do Sena,,1058.74452878502,,
MA,2106375,Maranhãozinho,,142.219414314406,,
MA,2106409,Mata Roma,,255.091965357586,,
MA,2106508,Matinha,,325.072947004357,,
MA,2106607,Matões,,756.246091989302,,
MA,2106631,Matões do Norte,,225.745102086359,,
MA,2106672,Milagres do Maranhão,,302.498436795721,,
MA,2106706,Mirador,,178.338630648224,632.086285841805,
MA,2106755,Miranda do Norte,,72.2384326676348,,
MA,2106805,Mirinzal,,49.663922458999,,
MA,2106904,Monção,,322.815495983493,,
MA,2107001,Montes Altos,,228.002553107222,,
MA,2107100,Morros,,36.1192163338174,,
MA,2107209,Nina Rodrigues,,74.4958836884984,,
MA,2107258,Nova Colinas,,738.186483822393,,
MA,2107308,Nova Iorque,,160.279022481315,,
MA,2107357,Nova Olinda do Maranhão,,562.105304195034,,
MA,2107407,Olho d'Água das Cunhãs,,135.447061251815,,
MA,2107456,Olinda Nova do Maranhão,,424.400791922355,,
MA,2107506,Paço do Lumiar,,9.02980408345435,,
MA,2107605,Palmeirândia,,270.894122503631,,
MA,2107704,Paraibano,,478.579616423081,,
MA,2107803,Parnarama,,918.782565491481,,
MA,2107902,Passagem Franca,,300.240985774857,,
MA,2108009,Pastos Bons,,656.918247071304,494.381773569126,
MA,2108058,Paulino Neves,,246.062161274131,,
MA,2108108,Paulo Ramos,,767.53334709362,,
MA,2108207,Pedreiras,,126.417257168361,,
MA,2108256,Pedro do Rosário,,293.468632712267,,
MA,2108306,Penalva,,817.197269552619,,
MA,2108405,Peri Mirim,,63.2086285841805,,
MA,2108454,Peritoró,,331.845300066948,,
MA,2108504,Pindaré-Mirim,,20.3170591877723,,
MA,2108603,Pinheiro,,492.124322548262,,
MA,2108702,Pio XII,,115.130002064043,,
MA,2108801,Pirapemas,,467.292361318763,,
MA,2108900,Poção de Pedras,,663.690600133895,,
MA,2109007,Porto Franco,,905.237859366299,,
MA,2109056,Porto Rico do Maranhão,,9.02980408345435,,
MA,2109106,Presidente Dutra,,483.094518464808,,
MA,2109205,Presidente Juscelino,,24.8319612294995,,
MA,2109239,Presidente Médici,,83.5256877719528,,
MA,2109270,Presidente Sarney,,304.755887816585,,
MA,2109304,Presidente Vargas,,85.7831387928164,,
MA,2109403,Primeira Cruz,,81.2682367510892,,
MA,2109452,Raposa,,0,,
MA,2109502,Riachão,,2851.16063935071,21508.9933267883,
MA,2109551,Ribamar Fiquene,,266.379220461903,,
MA,2109601,Rosário,,124.159806147497,,
MA,2109700,Sambaíba,,1018.11041040948,25886.1908562428,
MA,2109759,Santa Filomena do Maranhão,,426.658242943218,,
MA,2109809,Santa Helena,,81.2682367510892,,
MA,2109908,Santa Inês,,191.883336773405,,
MA,2110005,Santa Luzia,,7749.8293546247,,
MA,2110039,Santa Luzia do Paruá,,164.793924523042,,
MA,2110104,Santa Quitéria do Maranhão,,146.734316356133,,
MA,2110203,Santa Rita,,67.7235306259077,,
MA,2110237,Santana do Maranhão,,261.864318420176,,
MA,2110278,Santo Amaro do Maranhão,,72.2384326676348,,
MA,2110302,Santo Antônio dos Lopes,,275.409024545358,,
MA,2110401,São Benedito do Rio Preto,,216.715298002905,,
MA,2110500,São Bento,,237.032357190677,,
MA,2110609,São Bernardo,,252.834514336722,,
MA,2110658,São Domingos do Azeitão,,225.745102086359,6217.02011145832,
MA,2110708,São Domingos do Maranhão,,1702.11806973115,,
MA,2110807,São Félix de Balsas,,155.764120439588,,
MA,2110856,São Francisco do Brejão,,349.904908233856,,
MA,2110906,São Francisco do Maranhão,,381.509222525946,,
MA,2111003,São João Batista,,85.7831387928164,,
MA,2111029,São João do Carú,,1259.65766964188,,
MA,2111052,São João do Paraíso,,2675.07945972335,,
MA,2111078,São João do Soter,,564.362755215897,,
MA,2111102,São João dos Patos,,352.16235925472,,
MA,2111201,São José de Ribamar,,2.25745102086359,,
MA,2111250,São José dos Basílios,,417.628438859764,,
MA,2111300,São Luís,,2.25745102086359,,
MA,2111409,São Luís Gonzaga do Maranhão,,1110.66590226489,,
MA,2111508,São Mateus do Maranhão,,1130.98296145266,,
MA,2111532,São Pedro da Água Branca,,241.547259232404,,
MA,2111573,São Pedro dos Crentes,,1988.81434938082,,
MA,2111607,São Raimundo das Mangabeiras,,3239.44221493925,17199.5193279597,
MA,2111631,São Raimundo do Doca Bezerra,,379.251771505083,,
MA,2111672,São Roberto,,194.140787794269,,
MA,2111706,São Vicente Ferrer,,282.181377607949,,
MA,2111722,Satubinha,,88.04058981368,,
MA,2111748,Senador Alexandre Costa,,388.281575588537,,
MA,2111763,Senador La Rocque,,729.156679738939,,
MA,2111789,Serrano do Maranhão,,124.159806147497,,
MA,2111805,Sítio Novo,,819.454720573483,,
MA,2111904,Sucupira do Norte,,397.311379671992,1144.52766757784,
MA,2111953,Sucupira do Riachão,,153.506669418724,,
MA,2112001,Tasso Fragoso,,12695.9045413368,66951.4823767723,
MA,2112100,Timbiras,,702.067267488576,,
MA,2112209,Timon,,248.319612294995,,
MA,2112233,Trizidela do Vale,,97.0703938971343,,
MA,2112274,Tufilândia,,29.3468632712267,,
MA,2112308,Tuntum,,641.116089925259,,
MA,2112407,Turiaçu,,1668.25630441819,,
MA,2112456,Turilândia,,1322.86629822606,,
MA,2112506,Tutóia,,456.005106214445,,
MA,2112605,Urbano Santos,,291.211181691403,,
MA,2112704,Vargem Grande,,223.487651065495,,
MA,2112803,Viana,,462.777459277036,,
MA,2112852,Vila Nova dos Martírios,,406.341183755446,,
MA,2112902,Vitória do Mearim,,90.2980408345436,,
MA,2113009,Vitorino Freire,,433.430596005809,,
MA,2114007,Zé Doca,,571.135108278488,,
MG,3100104,Abadia dos Dourados,,3961.8265416156,322.815495983493,
MG,3100203,Abaeté,,5442.71441130211,,
MG,3100302,Abre Campo,,975.21884101307,,
MG,3100401,Acaiaca,,417.628438859764,,
MG,3100500,Açucena,,814.939818531756,,
MG,3100609,Água Boa,,7585.03543010166,,
MG,3100708,Água Comprida,607.254324612305,7056.79189121958,9788.30762646452,
MG,3100807,Aguanil,,1036.17001857639,,
MG,3100906,Águas Formosas,,51.9213734798625,,
MG,3101003,Águas Vermelhas,,203.170591877723,,
MG,3101102,Aimorés,,5065.72009081789,,
MG,3101201,Aiuruoca,,3318.45300066948,,
MG,3101300,Alagoa,,65.4660796050441,,
MG,3101409,Albertina,,45.1490204172718,,
MG,3101508,Além Paraíba,,320.55804496263,,
MG,3101607,Alfenas,,12461.129635167,60.9511775633169,
MG,3101631,Alfredo Vasconcelos,,690.780012384258,,
MG,3101706,Almenara,,239.28980821154,,
MG,3101805,Alpercata,,602.739422570578,,
MG,3101904,Alpinópolis,,2582.52396786795,,
MG,3102001,Alterosa,,6697.85717890227,,
MG,3102050,Alto Caparaó,,97.0703938971343,,
MG,3102100,Alto Rio Doce,,2769.89240259962,,
MG,3102209,Alvarenga,,1313.83649414261,,
MG,3102308,Alvinópolis,,1058.74452878502,4.51490204172718,
MG,3102407,Alvorada de Minas,,119.64490410577,,
MG,3102506,Amparo do Serra,,1505.71983091601,,
MG,3102605,Andradas,,5386.27813578052,,
MG,3102704,Cachoeira de Pajeú,,505.669028673444,,
MG,3102803,Andrelândia,,1498.94747785342,,
MG,3102852,Angelândia,,812.682367510892,,
MG,3102902,Antônio Carlos,,772.048249135347,,
MG,3103009,Antônio Dias,,198.655689835996,,
MG,3103108,Antônio Prado de Minas,,480.837067443944,,
MG,3103207,Araçaí,,13.5447061251815,,
MG,3103306,Aracitaba,,180.596081669087,,
MG,3103405,Araçuaí,,1029.3976655138,,
MG,3103504,Araguari,,23786.7614068396,20894.9666491134,
MG,3103603,Arantina,,106.100197980589,,
MG,3103702,Araponga,,338.617653129538,,
MG,3103751,Araporã,7813.03798320888,893.950604261981,1927.8631718175,
MG,3103801,Arapuá,,194.140787794269,,
MG,3103900,Araújos,,139.961963293543,,
MG,3104007,Araxá,,8429.32211190464,1106.15100022316,
MG,3104106,Arceburgo,,693.037463405122,,
MG,3104205,Arcos,,3654.81320277815,,
MG,3104304,Areado,,2616.3857331809,,
MG,3104403,Argirita,,40.6341183755446,,
MG,3104452,Aricanduva,,1137.75531451525,,
MG,3104502,Arinos,,2844.38828628812,2844.38828628812,
MG,3104601,Astolfo Dutra,,121.902355126634,,
MG,3104700,Ataléia,,130.932159210088,,
MG,3104809,Augusto de Lima,,1219.02355126634,,
MG,3104908,Baependi,,3657.07065379901,,
MG,3105004,Baldim,,3492.27672927597,,
MG,3105103,Bambuí,,14334.8139824838,812.682367510892,
MG,3105202,Bandeira,,42.8915693964082,,
MG,3105301,Bandeira do Sul,,329.587849046084,,
MG,3105400,Barão de Cocais,,79.0107857302256,,
MG,3105509,Barão de Monte Alto,,334.102751087811,,
MG,3105608,Barbacena,,1144.52766757784,,
MG,3105707,Barra Longa,,1083.57649001452,,
MG,3105905,Barroso,,139.961963293543,,
MG,3106002,Bela Vista de Minas,,76.753334709362,,
MG,3106101,Belmiro Braga,,548.560598069852,,
MG,3106200,Belo Horizonte,,,,
MG,3106309,Belo Oriente,,270.894122503631,,
MG,3106408,Belo Vale,,738.186483822393,,
MG,3106507,Berilo,11.2872551043179,1422.19414314406,,
MG,3106606,Bertópolis,,22.5745102086359,,
MG,3106655,Berizal,,54.1788245007261,,
MG,3106705,Betim,,42.8915693964082,,
MG,3106804,Bias Fortes,,598.224520528851,,
MG,3106903,Bicas,,158.021571460451,,
MG,3107000,Biquinhas,,2885.02240466367,,
MG,3107109,Boa Esperança,,10808.6754878949,,
MG,3107208,Bocaina de Minas,,456.005106214445,,
MG,3107307,Bocaiúva,108.357649001452,2413.21514130318,,
MG,3107406,Bom Despacho,,1896.25885752541,81.2682367510892,
MG,3107505,Bom Jardim de Minas,,361.192163338174,,
MG,3107604,Bom Jesus da Penha,,3146.88672308384,209.942944940314,
MG,3107703,Bom Jesus do Amparo,,404.083732734582,,
MG,3107802,Bom Jesus do Galho,,1223.53845330807,,
MG,3107901,Bom Repouso,,959.416683867025,,
MG,3108008,Bom Sucesso,,6763.32325850731,,
MG,3108107,Bonfim,,372.479418442492,0,
MG,3108206,Bonfinópolis de Minas,3496.7916313177,10786.1009776862,6068.02834408133,
MG,3108255,Bonito de Minas,,106.100197980589,,
MG,3108305,Borda da Mata,,2844.38828628812,,
MG,3108404,Botelhos,,1930.12062283837,,
MG,3108503,Botumirim,,304.755887816585,,
MG,3108552,Brasilândia de Minas,,2672.82200870249,,
MG,3108602,Brasília de Minas,,1286.74708189225,,
MG,3108701,Brás Pires,,1024.88276347207,,
MG,3108800,Braúnas,,365.707065379901,,
MG,3108909,Brasópolis,,2198.75729432114,,
MG,3109006,Brumadinho,,1519.2645370412,2.25745102086359,
MG,3109105,Bueno Brandão,,2803.75416791258,,
MG,3109204,Buenópolis,,2625.41553726435,,
MG,3109253,Bugre,,209.942944940314,,
MG,3109303,Buritis,5851.31304607842,40058.4683652244,37925.1771505083,
MG,3109402,Buritizeiro,,1517.00708602033,3451.64261090043,
MG,3109451,Cabeceira Grande,1900.77375956714,8178.74504858878,3792.51771505083,
MG,3109501,Cabo Verde,,2722.48593116149,,
MG,3109600,Cachoeira da Prata,,79.0107857302256,,
MG,3109709,Cachoeira de Minas,,1094.86374511884,,
MG,3109808,Cachoeira Dourada,4519.41694376891,4828.68773362722,5596.22108072084,
MG,3109907,Caetanópolis,,47.4064714381354,,
MG,3110004,Caeté,,275.409024545358,,
MG,3110103,Caiana,,239.28980821154,,
MG,3110202,Cajuri,,568.877657257624,,
MG,3110301,Caldas,,3117.53985981262,,
MG,3110400,Camacho,,1706.63297177287,,
MG,3110509,Camanducaia,,767.53334709362,,
MG,3110608,Cambuí,,582.422363382806,,
MG,3110707,Cambuquira,,1286.74708189225,,
MG,3110806,Campanário,,97.0703938971343,,
MG,3110905,Campanha,,2573.49416378449,,
MG,3111002,Campestre,,3857.98379465587,,
MG,3111101,Campina Verde,,514.698832756898,,
MG,3111150,Campo Azul,,386.024124567674,,
MG,3111200,Campo Belo,,4067.92673959619,,
MG,3111309,Campo do Meio,,4090.50124980482,,
MG,3111408,Campo Florido,,9713.81174277602,30565.886822493,
MG,3111507,Campos Altos,,8650.55231194927,830.741975677801,
MG,3111606,Campos Gerais,,4361.39537230845,,
MG,3111705,Canaã,,1415.42179008147,,
MG,3111804,Canápolis,5115.38401327689,3909.90516813574,3422.2957476292,
MG,3111903,Cana Verde,,1137.75531451525,,
MG,3112000,Candeias,,5688.77657257624,,
MG,3112059,Cantagalo,,1690.83081462683,,
MG,3112109,Caparaó,,146.734316356133,,
MG,3112208,Capela Nova,,372.479418442492,,
MG,3112307,Capelinha,,3250.72947004357,,
MG,3112406,Capetinga,,2203.27219636286,,
MG,3112505,Capim Branco,,144.47686533527,,
MG,3112604,Capinópolis,5878.40245832879,13680.1531864333,27439.3171585969,
MG,3112653,Capitão Andrade,,295.72608373313,,
MG,3112703,Capitão Enéas,119.64490410577,803.652563427438,,
MG,3112802,Capitólio,,2458.36416172045,,
MG,3112901,Caputira,,1264.17257168361,,
MG,3113008,Caraí,,309.270789858312,,
MG,3113107,Caranaíba,,406.341183755446,,
MG,3113206,Carandaí,,1316.09394516347,,
MG,3113305,Carangola,,356.677261296447,,
MG,3113404,Caratinga,,2347.74906169813,,
MG,3113503,Carbonita,2.25745102086359,541.788245007261,18.0596081669087,
MG,3113602,Careaçu,,302.498436795721,,
MG,3113701,Carlos Chagas,,,,
MG,3113800,Carmésia,,279.923926587085,,
MG,3113909,Carmo da Cachoeira,,3483.24692519252,,
MG,3114006,Carmo da Mata,,1219.02355126634,,
MG,3114105,Carmo de Minas,,243.804710253268,,
MG,3114204,Carmo do Cajuru,,1065.51688184761,,
MG,3114303,Carmo do Paranaíba,,2986.60770060253,,
MG,3114402,Carmo do Rio Claro,,11111.1739246906,,
MG,3114501,Carmópolis de Minas,,776.563151177075,,
MG,3114550,Carneirinho,1638.90944114697,2176.1827841125,85.7831387928164,
MG,3114600,Carrancas,,1618.59238195919,,
MG,3114709,Carvalhópolis,,1390.58982885197,,
MG,3114808,Carvalhos,,2257.45102086359,,
MG,3114907,Casa Grande,,609.511775633169,,
MG,3115003,Cascalho Rico,,1672.77120645992,1404.13453497715,
MG,3115102,Cássia,,11063.7674532524,,
MG,3115201,Conceição da Barra de Minas,,1006.82315530516,,
MG,3115300,Cataguases,,584.67981440367,,
MG,3115359,Catas Altas,,117.387453084907,,
MG,3115409,Catas Altas da Noruega,,446.975302130991,,
MG,3115458,Catuji,,72.2384326676348,,
MG,3115474,Catuti,2435.78965151181,63.2086285841805,,
MG,3115508,Caxambu,,318.300593941766,,
MG,3115607,Cedro do Abaeté,,469.549812339626,,
MG,3115706,Central de Minas,,469.549812339626,,
MG,3115805,Centralina,19346.355248801,2169.41043104991,4280.12713555736,
MG,3115904,Chácara,,144.47686533527,,
MG,3116001,Chalé,,388.281575588537,,
MG,3116100,Chapada do Norte,6.77235306259077,1219.02355126634,,
MG,3116159,Chapada Gaúcha,,3769.94320484219,6718.17423809004,
MG,3116209,Chiador,,428.915693964082,,
MG,3116308,Cipotânea,,1209.99374718288,,
MG,3116407,Claraval,,1623.10728400092,,
MG,3116506,Claro dos Poções,24.8319612294995,2194.24239227941,,
MG,3116605,Cláudio,,2438.04710253268,97.0703938971343,
MG,3116704,Coimbra,,948.129428762707,,
MG,3116803,Coluna,,1600.53277379228,,
MG,3116902,Comendador Gomes,,2489.96847601254,532.758440923807,
MG,3117009,Comercinho,,607.254324612305,,
MG,3117108,Conceição da Aparecida,,2383.86827803195,,
MG,3117207,Conceição das Pedras,,343.132555171265,,
MG,3117306,Conceição das Alagoas,,9047.86369162126,46539.6102461237,
MG,3117405,Conceição de Ipanema,,489.866871527399,,
MG,3117504,Conceição do Mato Dentro,,487.609420506535,,
MG,3117603,Conceição do Pará,,609.511775633169,,
MG,3117702,Conceição do Rio Verde,,3697.70477217456,,
MG,3117801,Conceição dos Ouros,,1963.98238815132,,
